monat_jahr;jahr;monat;altersklasse;geschlecht;staat_d;kreis;quartiergruppe;anzahl
2023-06;2023;6;60-79;W;Schweiz;Kreis Ost;Rotmonten;305
2023-06;2023;6;80+;M;Ausland;Kreis Centrum;Rosenberg;19
2023-06;2023;6;80+;M;Schweiz;Kreis Centrum;St.Georgen;93
2023-06;2023;6;80+;M;Schweiz;Kreis Ost;Neudorf;240
2023-06;2023;6;80+;W;Ausland;Kreis Centrum;St.Georgen;6
2023-06;2023;6;80+;W;Ausland;Kreis Ost;Notkersegg;6
2020-01;2020;1;18-39;W;Schweiz;Kreis Centrum;Rosenberg;652
2023-06;2023;6;80+;W;Ausland;Kreis Ost;Rotmonten;12
2020-01;2020;1;18-39;W;Schweiz;Kreis Ost;St.Fiden;894
2023-06;2023;6;80+;W;Ausland;Kreis West;Bruggen;26
2020-01;2020;1;40-59;M;Ausland;Kreis Centrum;Riethüsli;186
2023-06;2023;6;80+;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;272
2020-01;2020;1;40-59;M;Ausland;Nicht zuteilbar;nicht zuteilbar;29
2023-06;2023;6;80+;W;Schweiz;Kreis Centrum;Rosenberg;138
2020-01;2020;1;40-59;M;Schweiz;Kreis Ost;Notkersegg;173
2023-07;2023;7;0-17;M;Ausland;Kreis Centrum;Innenstadt;20
2020-01;2020;1;40-59;M;Schweiz;Kreis Ost;Rotmonten;256
2023-07;2023;7;0-17;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;66
2020-01;2020;1;40-59;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;57
2023-07;2023;7;0-17;M;Ausland;Kreis Ost;Neudorf;256
2020-01;2020;1;40-59;W;Ausland;Kreis Centrum;St.Jakob;129
2023-07;2023;7;0-17;M;Ausland;Nicht zuteilbar;nicht zuteilbar;6
2020-01;2020;1;40-59;W;Ausland;Kreis Ost;Neudorf;330
2023-07;2023;7;0-17;M;Schweiz;Kreis Ost;Neudorf;470
2020-01;2020;1;40-59;W;Ausland;Kreis West;Lachen;377
2023-07;2023;7;0-17;M;Schweiz;Kreis Ost;St.Fiden;372
2020-01;2020;1;40-59;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;352
2023-07;2023;7;0-17;M;Schweiz;Kreis West;Winkeln;384
2020-01;2020;1;40-59;W;Schweiz;Kreis Ost;Notkersegg;198
2023-07;2023;7;0-17;W;Ausland;Kreis Centrum;Innenstadt;23
2020-01;2020;1;40-59;W;Schweiz;Kreis West;Winkeln;374
2023-07;2023;7;0-17;W;Ausland;Kreis Centrum;St.Georgen;59
2020-01;2020;1;60-79;M;Schweiz;Kreis Centrum;St.Georgen;395
2023-07;2023;7;0-17;W;Ausland;Kreis Centrum;St.Jakob;54
2020-01;2020;1;60-79;M;Schweiz;Kreis Centrum;St.Jakob;193
2023-07;2023;7;0-17;W;Ausland;Kreis Ost;St.Fiden;330
2020-01;2020;1;60-79;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;41
2023-07;2023;7;0-17;W;Ausland;Kreis West;Bruggen;448
2020-01;2020;1;60-79;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;52
2023-07;2023;7;0-17;W;Ausland;Nicht zuteilbar;nicht zuteilbar;5
2020-01;2020;1;60-79;W;Ausland;Kreis Centrum;St.Georgen;27
2023-07;2023;7;0-17;W;Schweiz;Kreis Centrum;Innenstadt;33
2020-01;2020;1;60-79;W;Ausland;Kreis West;Lachen;146
2023-07;2023;7;0-17;W;Schweiz;Kreis Centrum;Rosenberg;116
2020-01;2020;1;60-79;W;Schweiz;Kreis West;Winkeln;356
2023-07;2023;7;18-39;M;Schweiz;Kreis Centrum;Innenstadt;695
2020-01;2020;1;80+;M;Ausland;Kreis Ost;Notkersegg;6
2023-07;2023;7;18-39;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;662
2020-01;2020;1;80+;M;Schweiz;Kreis Centrum;Innenstadt;27
2023-07;2023;7;18-39;M;Schweiz;Kreis Centrum;St.Georgen;614
2020-01;2020;1;80+;M;Schweiz;Kreis Ost;Notkersegg;48
2023-07;2023;7;18-39;W;Ausland;Kreis Centrum;Riethüsli;252
2020-01;2020;1;80+;M;Schweiz;Kreis West;Bruggen;225
2023-07;2023;7;18-39;W;Ausland;Kreis Ost;Rotmonten;74
2020-01;2020;1;80+;W;Ausland;Kreis Centrum;Innenstadt;5
2023-07;2023;7;18-39;W;Ausland;Kreis West;Lachen;510
2020-01;2020;1;80+;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;25
2023-07;2023;7;18-39;W;Ausland;Kreis West;Winkeln;282
2020-01;2020;1;80+;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;29
2023-07;2023;7;18-39;W;Ausland;Nicht zuteilbar;nicht zuteilbar;31
2020-01;2020;1;80+;W;Ausland;Kreis Ost;Neudorf;29
2023-07;2023;7;18-39;W;Schweiz;Kreis Centrum;St.Georgen;641
2020-01;2020;1;80+;W;Schweiz;Kreis Centrum;Innenstadt;52
2023-07;2023;7;18-39;W;Schweiz;Kreis Ost;Neudorf;774
2020-01;2020;1;80+;W;Schweiz;Kreis Centrum;Rosenberg;126
2023-07;2023;7;18-39;W;Schweiz;Kreis West;Bruggen;1401
2020-01;2020;1;80+;W;Schweiz;Kreis Ost;Notkersegg;70
2023-07;2023;7;40-59;M;Ausland;Kreis Centrum;Riethüsli;187
2020-01;2020;1;80+;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;53
2023-07;2023;7;40-59;M;Ausland;Kreis Centrum;St.Georgen;149
2020-02;2020;2;0-17;M;Ausland;Kreis Ost;Rotmonten;65
2023-07;2023;7;40-59;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;423
2020-02;2020;2;0-17;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;175
2023-07;2023;7;40-59;M;Schweiz;Kreis Centrum;Rosenberg;292
2020-02;2020;2;0-17;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;379
2023-07;2023;7;40-59;M;Schweiz;Kreis Centrum;St.Georgen;587
2020-02;2020;2;0-17;M;Schweiz;Kreis West;Lachen;301
2023-07;2023;7;40-59;M;Schweiz;Kreis Centrum;St.Jakob;240
2020-02;2020;2;0-17;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;9
2023-07;2023;7;40-59;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;522
2020-02;2020;2;0-17;W;Ausland;Kreis Ost;Notkersegg;27
2023-07;2023;7;40-59;M;Schweiz;Kreis Ost;Rotmonten;236
2020-02;2020;2;0-17;W;Ausland;Nicht zuteilbar;nicht zuteilbar;8
2023-07;2023;7;40-59;M;Schweiz;Kreis West;Bruggen;1015
2020-02;2020;2;0-17;W;Schweiz;Kreis Ost;Rotmonten;167
2023-07;2023;7;40-59;W;Ausland;Kreis Centrum;Riethüsli;165
2020-02;2020;2;0-17;W;Schweiz;Kreis West;Winkeln;295
2023-07;2023;7;40-59;W;Schweiz;Kreis Centrum;Innenstadt;164
2020-02;2020;2;18-39;M;Ausland;Kreis Centrum;Innenstadt;322
2023-07;2023;7;40-59;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;309
2020-02;2020;2;18-39;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;387
2023-07;2023;7;40-59;W;Schweiz;Kreis Ost;Notkersegg;185
2020-02;2020;2;18-39;M;Ausland;Kreis Centrum;Rosenberg;470
2023-07;2023;7;40-59;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;24
2020-02;2020;2;18-39;M;Ausland;Kreis Ost;Neudorf;376
2023-07;2023;7;60-79;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;70
2020-02;2020;2;18-39;M;Ausland;Kreis West;Winkeln;271
2023-07;2023;7;60-79;M;Ausland;Kreis Centrum;St.Georgen;42
2020-02;2020;2;18-39;M;Ausland;Nicht zuteilbar;nicht zuteilbar;35
2023-07;2023;7;60-79;M;Ausland;Kreis Ost;Notkersegg;20
2020-02;2020;2;18-39;M;Schweiz;Kreis Centrum;Rosenberg;755
2023-07;2023;7;60-79;M;Ausland;Kreis West;Winkeln;89
2020-02;2020;2;18-39;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;296
2023-07;2023;7;60-79;M;Schweiz;Kreis Centrum;Riethüsli;298
2020-02;2020;2;18-39;W;Ausland;Kreis Centrum;St.Georgen;170
2023-07;2023;7;60-79;M;Schweiz;Kreis Ost;Neudorf;646
2020-02;2020;2;18-39;W;Ausland;Kreis Centrum;St.Jakob;276
2023-07;2023;7;60-79;M;Schweiz;Kreis West;Bruggen;893
2020-02;2020;2;18-39;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;604
2023-07;2023;7;60-79;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;33
2020-02;2020;2;18-39;W;Ausland;Kreis West;Winkeln;253
2023-07;2023;7;60-79;W;Ausland;Kreis Centrum;Innenstadt;27
2020-02;2020;2;18-39;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;670
2023-07;2023;7;60-79;W;Ausland;Kreis Centrum;Rosenberg;58
2020-02;2020;2;18-39;W;Schweiz;Kreis Ost;Notkersegg;176
2023-07;2023;7;60-79;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;159
2020-02;2020;2;40-59;M;Ausland;Kreis Centrum;Riethüsli;184
2023-07;2023;7;60-79;W;Ausland;Kreis West;Bruggen;235
2020-02;2020;2;40-59;M;Ausland;Kreis Centrum;Rosenberg;171
2023-07;2023;7;60-79;W;Schweiz;Kreis Centrum;Rosenberg;326
2020-02;2020;2;40-59;M;Ausland;Kreis Ost;Rotmonten;96
2023-07;2023;7;60-79;W;Schweiz;Kreis Ost;Rotmonten;306
2020-02;2020;2;40-59;M;Schweiz;Kreis Centrum;Innenstadt;208
2023-07;2023;7;60-79;W;Schweiz;Kreis West;Lachen;410
2020-02;2020;2;40-59;M;Schweiz;Kreis Centrum;St.Georgen;587
2023-07;2023;7;80+;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;12
2020-02;2020;2;40-59;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;57
2023-07;2023;7;80+;M;Ausland;Kreis Centrum;St.Georgen;6
2020-02;2020;2;40-59;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;185
2023-07;2023;7;80+;M;Ausland;Nicht zuteilbar;nicht zuteilbar;2
2020-02;2020;2;40-59;W;Ausland;Kreis Centrum;St.Georgen;134
2023-07;2023;7;80+;M;Schweiz;Kreis Centrum;Riethüsli;44
2020-02;2020;2;40-59;W;Schweiz;Kreis Centrum;Riethüsli;412
2023-07;2023;7;80+;M;Schweiz;Kreis Centrum;Rosenberg;57
2020-02;2020;2;40-59;W;Schweiz;Kreis Ost;Neudorf;796
2023-07;2023;7;80+;M;Schweiz;Kreis Centrum;St.Jakob;61
2020-02;2020;2;40-59;W;Schweiz;Kreis West;Lachen;528
2023-07;2023;7;80+;M;Schweiz;Kreis West;Lachen;109
2020-02;2020;2;40-59;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;36
2023-07;2023;7;80+;M;Schweiz;Kreis West;Winkeln;73
2020-02;2020;2;60-79;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;73
2023-07;2023;7;80+;W;Ausland;Kreis West;Winkeln;14
2020-02;2020;2;60-79;M;Ausland;Kreis Centrum;St.Jakob;40
2023-07;2023;7;80+;W;Schweiz;Kreis Centrum;Innenstadt;46
2020-02;2020;2;60-79;M;Ausland;Kreis Ost;Notkersegg;23
2023-07;2023;7;80+;W;Schweiz;Kreis Ost;Neudorf;459
2020-02;2020;2;60-79;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;232
2023-08;2023;8;0-17;M;Ausland;Kreis Centrum;St.Jakob;65
2020-02;2020;2;60-79;M;Schweiz;Kreis Centrum;St.Georgen;397
2023-08;2023;8;0-17;M;Schweiz;Kreis Centrum;Riethüsli;225
2020-02;2020;2;60-79;M;Schweiz;Kreis Centrum;St.Jakob;192
2023-08;2023;8;0-17;M;Schweiz;Kreis Centrum;St.Jakob;160
2020-02;2020;2;60-79;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;442
2023-08;2023;8;0-17;W;Ausland;Kreis Centrum;Innenstadt;24
2020-02;2020;2;60-79;M;Schweiz;Kreis Ost;Notkersegg;150
2023-08;2023;8;0-17;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;56
2020-02;2020;2;60-79;M;Schweiz;Kreis Ost;Rotmonten;242
2023-08;2023;8;0-17;W;Ausland;Kreis Centrum;Rosenberg;121
2020-02;2020;2;60-79;W;Ausland;Kreis Centrum;Riethüsli;48
2023-08;2023;8;0-17;W;Ausland;Kreis Ost;Rotmonten;57
2020-02;2020;2;60-79;W;Ausland;Kreis Ost;Neudorf;141
2023-08;2023;8;0-17;W;Ausland;Kreis Ost;St.Fiden;323
2020-02;2020;2;60-79;W;Ausland;Kreis Ost;Rotmonten;16
2023-08;2023;8;0-17;W;Schweiz;Kreis Centrum;Riethüsli;216
2020-02;2020;2;60-79;W;Ausland;Nicht zuteilbar;nicht zuteilbar;5
2023-08;2023;8;0-17;W;Schweiz;Kreis Ost;Neudorf;474
2020-02;2020;2;60-79;W;Schweiz;Kreis Centrum;Rosenberg;318
2023-08;2023;8;0-17;W;Schweiz;Kreis Ost;Rotmonten;171
2020-02;2020;2;60-79;W;Schweiz;Kreis Centrum;St.Jakob;260
2023-08;2023;8;18-39;M;Ausland;Kreis Centrum;Innenstadt;355
2020-02;2020;2;60-79;W;Schweiz;Kreis Ost;Neudorf;960
2023-08;2023;8;18-39;M;Ausland;Kreis Centrum;Riethüsli;300
2020-02;2020;2;60-79;W;Schweiz;Kreis West;Lachen;407
2023-08;2023;8;18-39;M;Ausland;Kreis West;Lachen;576
2020-02;2020;2;80+;M;Ausland;Kreis Centrum;Innenstadt;7
2023-08;2023;8;18-39;M;Ausland;Kreis West;Winkeln;272
2020-02;2020;2;80+;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;15
2023-08;2023;8;18-39;M;Schweiz;Kreis Centrum;St.Jakob;585
2020-02;2020;2;80+;M;Ausland;Nicht zuteilbar;nicht zuteilbar;3
2023-08;2023;8;18-39;M;Schweiz;Kreis Ost;St.Fiden;865
2020-02;2020;2;80+;M;Schweiz;Kreis Ost;Rotmonten;73
2023-08;2023;8;18-39;W;Ausland;Kreis Centrum;St.Georgen;207
2020-02;2020;2;80+;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;19
2023-08;2023;8;18-39;W;Ausland;Kreis Ost;Notkersegg;75
2020-02;2020;2;80+;W;Ausland;Kreis Centrum;Riethüsli;7
2023-08;2023;8;18-39;W;Ausland;Kreis Ost;St.Fiden;674
2020-02;2020;2;80+;W;Ausland;Kreis Centrum;St.Jakob;15
2023-08;2023;8;18-39;W;Ausland;Kreis West;Lachen;507
2020-02;2020;2;80+;W;Ausland;Kreis West;Lachen;22
2023-08;2023;8;18-39;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;35
2020-02;2020;2;80+;W;Ausland;Kreis West;Winkeln;17
2023-08;2023;8;40-59;M;Ausland;Kreis Centrum;Riethüsli;192
2020-02;2020;2;80+;W;Schweiz;Kreis Centrum;Riethüsli;77
2023-08;2023;8;40-59;M;Ausland;Kreis Ost;St.Fiden;569
2020-02;2020;2;80+;W;Schweiz;Kreis West;Bruggen;364
2023-08;2023;8;40-59;M;Schweiz;Kreis Centrum;St.Georgen;584
2020-03;2020;3;0-17;M;Ausland;Kreis Centrum;St.Georgen;74
2023-08;2023;8;40-59;M;Schweiz;Kreis West;Lachen;479
2020-03;2020;3;0-17;M;Ausland;Kreis Centrum;St.Jakob;68
2023-08;2023;8;40-59;W;Ausland;Kreis Ost;Rotmonten;105
2020-03;2020;3;0-17;M;Ausland;Kreis West;Bruggen;492
2023-08;2023;8;40-59;W;Ausland;Kreis West;Bruggen;651
2020-03;2020;3;0-17;M;Ausland;Kreis West;Lachen;258
2023-08;2023;8;40-59;W;Schweiz;Kreis Centrum;Innenstadt;164
2020-03;2020;3;0-17;M;Schweiz;Kreis Ost;Neudorf;482
2023-08;2023;8;40-59;W;Schweiz;Kreis Centrum;Rosenberg;264
2020-03;2020;3;0-17;W;Ausland;Kreis Centrum;Rosenberg;115
2023-08;2023;8;40-59;W;Schweiz;Kreis Ost;St.Fiden;608
2020-03;2020;3;0-17;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;282
2023-08;2023;8;40-59;W;Schweiz;Kreis West;Winkeln;358
2020-03;2020;3;0-17;W;Ausland;Kreis Ost;St.Fiden;289
2023-08;2023;8;60-79;M;Ausland;Kreis Centrum;Innenstadt;49
2020-03;2020;3;0-17;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;164
2023-08;2023;8;60-79;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;69
2020-03;2020;3;0-17;W;Schweiz;Kreis Centrum;Rosenberg;133
2023-08;2023;8;60-79;M;Ausland;Kreis Centrum;Riethüsli;55
2020-03;2020;3;0-17;W;Schweiz;Kreis Ost;Notkersegg;124
2023-08;2023;8;60-79;M;Ausland;Kreis Ost;Notkersegg;20
2020-03;2020;3;18-39;M;Ausland;Kreis Centrum;Innenstadt;327
2023-08;2023;8;60-79;M;Schweiz;Kreis Ost;Neudorf;648
2020-03;2020;3;18-39;M;Ausland;Kreis Centrum;Rosenberg;441
2023-08;2023;8;60-79;M;Schweiz;Kreis West;Winkeln;304
2020-03;2020;3;18-39;M;Ausland;Kreis Centrum;St.Jakob;421
2023-08;2023;8;60-79;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;28
2020-03;2020;3;18-39;M;Ausland;Nicht zuteilbar;nicht zuteilbar;40
2023-08;2023;8;60-79;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;165
2020-03;2020;3;18-39;M;Schweiz;Kreis Centrum;Riethüsli;589
2023-08;2023;8;60-79;W;Ausland;Kreis Ost;Rotmonten;18
2020-03;2020;3;18-39;M;Schweiz;Kreis Centrum;Rosenberg;757
2023-08;2023;8;60-79;W;Ausland;Kreis Ost;St.Fiden;182
2020-03;2020;3;18-39;M;Schweiz;Kreis Centrum;St.Jakob;589
2023-08;2023;8;60-79;W;Ausland;Kreis West;Lachen;168
2020-03;2020;3;18-39;W;Ausland;Kreis Centrum;Rosenberg;322
2023-08;2023;8;60-79;W;Schweiz;Kreis Centrum;Riethüsli;325
2020-03;2020;3;18-39;W;Ausland;Kreis Ost;Neudorf;410
2023-08;2023;8;60-79;W;Schweiz;Kreis West;Bruggen;1044
2020-03;2020;3;18-39;W;Schweiz;Kreis Centrum;Riethüsli;575
2023-08;2023;8;80+;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;36
2020-03;2020;3;18-39;W;Schweiz;Kreis Centrum;St.Jakob;491
2023-08;2023;8;80+;M;Ausland;Kreis Ost;St.Fiden;14
2020-03;2020;3;18-39;W;Schweiz;Kreis Ost;St.Fiden;906
2023-08;2023;8;80+;M;Schweiz;Kreis Ost;Notkersegg;57
2020-03;2020;3;18-39;W;Schweiz;Kreis West;Bruggen;1322
2023-08;2023;8;80+;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;27
2020-03;2020;3;18-39;W;Schweiz;Kreis West;Winkeln;418
2023-08;2023;8;80+;W;Ausland;Kreis Centrum;St.Georgen;6
2020-03;2020;3;40-59;M;Ausland;Kreis Centrum;St.Jakob;147
2023-08;2023;8;80+;W;Ausland;Kreis West;Bruggen;27
2020-03;2020;3;40-59;M;Schweiz;Kreis Centrum;Innenstadt;206
2023-08;2023;8;80+;W;Schweiz;Kreis Centrum;St.Georgen;146
2020-03;2020;3;40-59;M;Schweiz;Kreis Centrum;Rosenberg;325
2023-08;2023;8;80+;W;Schweiz;Kreis West;Winkeln;105
2020-03;2020;3;40-59;M;Schweiz;Kreis Ost;Neudorf;658
2023-09;2023;9;0-17;M;Ausland;Kreis Centrum;St.Jakob;64
2020-03;2020;3;40-59;M;Schweiz;Kreis West;Winkeln;361
2023-09;2023;9;0-17;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;333
2020-03;2020;3;40-59;W;Ausland;Kreis Centrum;Innenstadt;64
2023-09;2023;9;0-17;M;Ausland;Kreis West;Winkeln;160
2020-03;2020;3;40-59;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;184
2023-09;2023;9;0-17;M;Schweiz;Kreis Centrum;St.Jakob;161
2020-03;2020;3;40-59;W;Ausland;Kreis Ost;Rotmonten;92
2023-09;2023;9;0-17;M;Schweiz;Kreis Ost;Neudorf;477
2020-03;2020;3;40-59;W;Ausland;Kreis Ost;St.Fiden;421
2023-09;2023;9;0-17;M;Schweiz;Kreis Ost;Notkersegg;118
2020-03;2020;3;40-59;W;Ausland;Kreis West;Bruggen;586
2023-09;2023;9;0-17;M;Schweiz;Kreis West;Lachen;312
2020-03;2020;3;40-59;W;Schweiz;Kreis Centrum;Innenstadt;176
2023-09;2023;9;0-17;M;Schweiz;Kreis West;Winkeln;390
2020-03;2020;3;40-59;W;Schweiz;Kreis Ost;Neudorf;799
2023-09;2023;9;0-17;W;Ausland;Kreis Centrum;St.Georgen;59
2020-03;2020;3;40-59;W;Schweiz;Kreis West;Bruggen;1083
2023-09;2023;9;0-17;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;271
2020-03;2020;3;60-79;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;72
2023-09;2023;9;0-17;W;Ausland;Kreis Ost;Neudorf;259
2020-03;2020;3;60-79;M;Ausland;Kreis Ost;Notkersegg;23
2023-09;2023;9;0-17;W;Ausland;Kreis West;Lachen;239
2020-03;2020;3;60-79;M;Ausland;Kreis West;Winkeln;80
2023-09;2023;9;0-17;W;Ausland;Nicht zuteilbar;nicht zuteilbar;4
2020-03;2020;3;60-79;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;231
2023-09;2023;9;0-17;W;Schweiz;Kreis Centrum;St.Jakob;138
2020-03;2020;3;60-79;M;Schweiz;Kreis Centrum;St.Georgen;400
2023-09;2023;9;0-17;W;Schweiz;Kreis Ost;Rotmonten;171
2020-03;2020;3;60-79;M;Schweiz;Kreis Centrum;St.Jakob;193
2023-09;2023;9;0-17;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;15
2020-03;2020;3;60-79;M;Schweiz;Kreis Ost;Notkersegg;148
2023-09;2023;9;18-39;M;Ausland;Kreis Centrum;Riethüsli;309
2020-03;2020;3;60-79;M;Schweiz;Kreis West;Bruggen;833
2023-09;2023;9;18-39;M;Ausland;Kreis Centrum;Rosenberg;540
2020-03;2020;3;60-79;M;Schweiz;Kreis West;Lachen;345
2023-09;2023;9;18-39;M;Ausland;Kreis Centrum;St.Jakob;507
2020-03;2020;3;60-79;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;136
2023-09;2023;9;18-39;M;Ausland;Kreis Ost;Neudorf;430
2020-03;2020;3;60-79;W;Ausland;Kreis West;Lachen;144
2023-09;2023;9;18-39;M;Ausland;Kreis Ost;Notkersegg;82
2020-03;2020;3;60-79;W;Ausland;Nicht zuteilbar;nicht zuteilbar;5
2023-09;2023;9;18-39;M;Ausland;Kreis West;Bruggen;937
2020-03;2020;3;60-79;W;Schweiz;Kreis Ost;Notkersegg;205
2023-09;2023;9;18-39;M;Ausland;Nicht zuteilbar;nicht zuteilbar;56
2020-03;2020;3;60-79;W;Schweiz;Kreis Ost;St.Fiden;583
2023-09;2023;9;18-39;M;Schweiz;Kreis Centrum;Innenstadt;716
2020-03;2020;3;80+;M;Ausland;Kreis Centrum;Innenstadt;7
2023-09;2023;9;18-39;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;666
2020-03;2020;3;80+;M;Ausland;Kreis Centrum;Riethüsli;6
2023-09;2023;9;18-39;M;Schweiz;Kreis West;Bruggen;1406
2020-03;2020;3;80+;M;Ausland;Kreis Centrum;Rosenberg;14
2023-09;2023;9;18-39;W;Ausland;Kreis Centrum;Rosenberg;363
2020-03;2020;3;80+;M;Ausland;Kreis Ost;St.Fiden;23
2023-09;2023;9;18-39;W;Ausland;Kreis Centrum;St.Jakob;298
2020-03;2020;3;80+;M;Schweiz;Kreis Centrum;Rosenberg;68
2023-09;2023;9;18-39;W;Ausland;Nicht zuteilbar;nicht zuteilbar;27
2020-03;2020;3;80+;M;Schweiz;Kreis Ost;Neudorf;211
2023-09;2023;9;18-39;W;Schweiz;Kreis West;Bruggen;1396
2020-03;2020;3;80+;W;Ausland;Kreis Centrum;Innenstadt;4
2023-09;2023;9;18-39;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;36
2020-03;2020;3;80+;W;Ausland;Kreis Ost;Notkersegg;2
2023-09;2023;9;40-59;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;237
2020-03;2020;3;80+;W;Ausland;Kreis West;Winkeln;15
2023-09;2023;9;40-59;M;Ausland;Kreis Centrum;Riethüsli;194
2020-03;2020;3;80+;W;Schweiz;Kreis Centrum;Innenstadt;48
2023-09;2023;9;40-59;M;Ausland;Nicht zuteilbar;nicht zuteilbar;34
2020-03;2020;3;80+;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;207
2023-09;2023;9;40-59;M;Schweiz;Kreis Centrum;Innenstadt;204
2020-03;2020;3;80+;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;52
2023-09;2023;9;40-59;M;Schweiz;Kreis Centrum;St.Jakob;239
2020-04;2020;4;0-17;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;61
2023-09;2023;9;40-59;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;516
2020-04;2020;4;0-17;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;319
2023-09;2023;9;40-59;M;Schweiz;Kreis Ost;Notkersegg;160
2020-04;2020;4;0-17;M;Ausland;Kreis Ost;Neudorf;241
2023-09;2023;9;40-59;W;Ausland;Nicht zuteilbar;nicht zuteilbar;10
2020-04;2020;4;0-17;M;Ausland;Kreis Ost;St.Fiden;293
2023-09;2023;9;40-59;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;311
2020-04;2020;4;0-17;M;Schweiz;Kreis Centrum;Rosenberg;166
2023-09;2023;9;40-59;W;Schweiz;Kreis Centrum;Riethüsli;393
2020-04;2020;4;0-17;M;Schweiz;Kreis Centrum;St.Georgen;390
2023-09;2023;9;40-59;W;Schweiz;Kreis Centrum;Rosenberg;268
2020-04;2020;4;0-17;M;Schweiz;Kreis Ost;Neudorf;478
2023-09;2023;9;60-79;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;69
2020-04;2020;4;0-17;M;Schweiz;Kreis West;Bruggen;721
2023-09;2023;9;60-79;M;Ausland;Kreis Ost;St.Fiden;175
2020-04;2020;4;0-17;W;Ausland;Kreis West;Winkeln;127
2023-09;2023;9;60-79;M;Ausland;Nicht zuteilbar;nicht zuteilbar;4
2020-04;2020;4;0-17;W;Ausland;Nicht zuteilbar;nicht zuteilbar;5
2023-09;2023;9;60-79;M;Schweiz;Kreis Centrum;Riethüsli;296
2020-04;2020;4;0-17;W;Schweiz;Kreis Centrum;Riethüsli;220
2023-09;2023;9;60-79;M;Schweiz;Kreis Centrum;Rosenberg;253
2020-04;2020;4;0-17;W;Schweiz;Kreis Centrum;St.Georgen;381
2023-09;2023;9;60-79;M;Schweiz;Kreis Ost;Notkersegg;154
2020-04;2020;4;0-17;W;Schweiz;Kreis Centrum;St.Jakob;146
2023-09;2023;9;60-79;M;Schweiz;Kreis Ost;St.Fiden;430
2020-04;2020;4;0-17;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;327
2023-09;2023;9;60-79;M;Schweiz;Kreis West;Bruggen;889
